State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,West Godavari,2022-06-29,2022,06,3.751611333,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-01,2022,07,16.05725043,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-05,2022,07,23.32373715,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-07,2022,07,2.984668108,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-17,2022,07,20.35868526,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-18,2022,07,33.63023463,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-21,2022,07,0.408645191,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-23,2022,07,18.56490457,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-25,2022,07,3.771136517,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-28,2022,07,0.374322224,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-07-31,2022,07,11.94745122,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-08-08,2022,08,17.67923602,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-08-26,2022,08,13.37824882,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-08-29,2022,08,10.30937562,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-09-08,2022,09,30.62258746,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-09-11,2022,09,33.3142531,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-09-13,2022,09,5.677353979,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-09-17,2022,09,0.290670282,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-09-27,2022,09,10.77791456,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-09-30,2022,09,8.523629107,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-06,2022,10,32.42711812,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-09,2022,10,5.200192818,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-10,2022,10,20.05725575,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-12,2022,10,6.332396464,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-13,2022,10,3.652703635,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-20,2022,10,8.6330646985,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-17,2022,10,5.3222409124,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-23,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-24,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-26,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-10-27,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-11-08,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-11-24,2022,11,0.009264207,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-11-25,2022,11,1.701327643,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-11-29,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-12-03,2022,12,0.6938257961,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-12-12,2022,12,1.3050740945,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-12-20,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,West Godavari,2022-12-25,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Y S R Kadapa,2022-08-03,2022,08,6.874226391,IMD GRID MODEL
Andhra Pradesh,Y S R Kadapa,2022-08-04,2022,08,15.58974098,IMD GRID MODEL
Andhra Pradesh,Y S R Kadapa,2022-08-06,2022,08,3.556899489,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-01-21,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-02-09,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-02-13,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-01,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-06,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-28,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-05,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-25,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-03,2022,05,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-31,2022,05,0.596535152,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-08,2022,06,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-07-21,2022,07,0.222644812,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-05,2022,05,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-06,2022,05,2.237078116,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-14,2022,05,6.222735879,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-16,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-18,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-19,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-27,2022,05,0.083259109,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-02,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-10,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-04,2022,06,0.30469417,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-07,2022,06,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-14,2022,06,0.067186134,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-15,2022,06,14.49994877,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-16,2022,06,0.453553719,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-17,2022,06,33.64317462,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-21,2022,06,0.858090265,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-24,2022,06,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-26,2022,06,0.056851507,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-06-27,2022,06,0.017434606,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-07-01,2022,07,1.710492815,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-07-06,2022,07,7.970616746,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-11,2022,04,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-15,2022,04,0.364978616,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-22,2022,04,0.008470402,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-04-26,2022,04,0.42760231,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-05-04,2022,05,1.649803863,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-07-18,2022,07,1.95925787,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-07-25,2022,07,0.147707182,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-01-02,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-01-15,2022,01,0.279112512,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-01-16,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-01-18,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-01-24,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-02-01,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-02-08,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-02-10,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-02-14,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-03-03,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-10-22,2022,10,1.1194834713,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-10-24,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-11-03,2022,11,5.0881011696,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-11-19,2022,11,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-11-24,2022,11,2.9442963049,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-04,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-06,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-07,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-09,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-12,2022,12,1.4064203087,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-20,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-26,2022,12,1.1216338424,IMD GRID MODEL
Andhra Pradesh,Anantapur,2022-12-31,2022,12,0.0,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-07-31,2022,07,3.469508242,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-02,2022,08,31.81005654,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-05,2022,08,15.30095219,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-06,2022,08,3.321487892,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-10,2022,08,0.017040907,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-11,2022,08,0.014597262,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-17,2022,08,0.00881959,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-26,2022,08,11.72867494,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-28,2022,08,39.80919085,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-08-31,2022,08,0.015708133,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-09-13,2022,09,0.0,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-09-21,2022,09,0.0,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-09-23,2022,09,0.0,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-09-30,2022,09,16.88695616,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-10-03,2022,10,1.333251236,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-10-05,2022,10,0.0,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-10-06,2022,10,19.86454425,IMD GRID MODEL
Andhra Pradesh,Ananthapur,2022-10-12,2022,10,14.17672377,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-01-10,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-01-19,2022,01,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-01-24,2022,01,0.615237279,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-01-27,2022,01,0.424843374,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-02-18,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-02-24,2022,02,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-01,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-06,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-10,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-13,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-17,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-18,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-19,2022,03,0.0,IMD GRID MODEL
Andhra Pradesh,Chittoor,2022-03-22,2022,03,1.841026988,IMD GRID MODEL
